ph,humidity,tempC,mq135,mq7,turbidity,fish_species
8.37,51.5,26.1,189,101,253,Catfish
6.87,57.9,29.7,184,120,267,Tilapia
7.01,57.7,31.5,189,112,198,Silver Carp
7.31,57,26.7,178,122,267,Rohu
7.27,61.1,29.5,188,97,289,Pangasius
8.09,62.5,30.4,166,105,294,Bighead Carp
7.41,61.3,26.4,175,104,191,Tilapia
6.84,52.2,26.1,169,129,264,Grass Carp
7.03,59.3,28.8,195,115,203,Grass Carp
7.52,51.2,30.7,174,103,225,Common Carp
6.79,60.4,27,187,101,224,Catfish
7.72,55.7,31,188,116,253,Mrigal
7.63,52,29.9,186,120,295,Pangasius
7.93,62.9,28,168,93,214,Grass Carp
8.38,59.2,29.1,170,119,286,Rohu
8.32,55.3,31.8,181,93,198,Snakehead
8.39,50.5,27.3,177,120,266,Common Carp
6.99,58.1,29,188,123,232,Bighead Carp
6.76,63.8,29.7,190,93,199,Catfish
7.1,58.9,26.8,161,109,246,Mrigal
8.29,64.6,26.3,196,107,222,Catfish
8.44,52,26.1,164,97,298,Pangasius
8.22,58.5,27.9,177,91,198,Mrigal
6.72,62,26.4,170,98,243,Tilapia
8.39,57.9,30.8,165,105,293,Common Carp
7.35,51.4,32,172,111,202,Bighead Carp
6.52,58.7,26.4,175,101,213,Pangasius
7.38,59.2,28.6,164,94,251,Pangasius
6.59,60.9,26.2,186,128,229,Bighead Carp
7.59,61.4,26.8,161,104,248,Catfish
7.18,61.6,27.9,153,97,245,Grass Carp
7.45,60,28.4,184,113,253,Mrigal
7.73,53.2,31.6,180,108,249,Silver Carp
8.24,56.1,28.4,176,126,270,Bighead Carp
7.82,61.6,29,181,107,286,Rohu
7.37,64.3,27.5,182,110,212,Pangasius
8.14,51.2,26,162,128,216,Pangasius
8.31,58,31.4,186,103,297,Rohu
6.74,54.7,26.5,193,104,250,Pangasius
7.56,53.4,31.8,151,92,233,Tilapia
7.07,57.6,26.8,187,100,246,Silver Carp
6.59,59.1,29.6,186,92,232,Catfish
7.84,50.1,32,199,119,251,Mrigal
8.23,61.7,26.8,154,95,215,Common Carp
6.83,62.3,28.5,167,95,277,Common Carp
8.12,64.5,30.7,197,120,264,Snakehead
8.21,52.7,26.2,166,111,282,Grass Carp
8.33,58.9,30.1,151,110,253,Catfish
7.03,56.4,26.5,198,127,258,Rohu
8.31,55,27.4,191,127,213,Snakehead
7.14,58.5,27,184,95,262,Grass Carp
7.6,61.7,31.4,163,118,263,Rohu
6.6,50.3,27.1,161,100,200,Rohu
6.59,64.5,26.2,182,111,284,Tilapia
7.94,62.1,29.5,156,128,256,Tilapia
7.39,61.3,28.1,188,95,278,Mrigal
7.01,61.4,28.4,194,119,242,Mrigal
6.88,55.8,26.7,158,114,232,Tilapia
7.84,61.3,30.5,154,125,293,Grass Carp
6.5,55.8,29.6,153,90,216,Catfish
8.11,63.5,28.2,181,111,190,Tilapia
6.66,52.7,27,154,98,238,Catfish
6.88,54.4,29.6,193,97,237,Tilapia
7.27,58.3,30.7,157,123,269,Silver Carp
7.47,54.8,27.9,162,105,288,Snakehead
7.21,56.4,26.2,153,108,268,Pangasius
7.14,57.4,27.3,160,97,287,Mrigal
8.43,62.8,30.1,164,101,242,Snakehead
7.78,57.8,31.9,195,120,200,Mrigal
6.55,55.4,26.1,167,122,198,Grass Carp
7.36,53.7,27.8,169,108,250,Rohu
8.25,56.1,26.4,150,116,277,Silver Carp
7.1,57.7,27.9,150,113,290,Mrigal
6.69,61.2,28.4,160,117,288,Silver Carp
8.02,51.8,31.5,178,93,211,Snakehead
7.71,53.3,26.5,178,101,293,Common Carp
7.64,55.7,30.7,173,112,291,Grass Carp
6.61,55.4,28.4,169,109,260,Catfish
6.78,55.9,30.9,179,129,233,Bighead Carp
7.75,61.9,29.1,187,117,219,Snakehead
6.92,54.9,26.2,154,90,249,Catfish
7.51,57.5,31.7,194,100,282,Catfish
7.59,59.4,26.5,159,120,244,Mrigal
7.07,53.5,29.6,155,127,228,Snakehead
8.4,60.8,31.3,153,98,230,Pangasius
8.18,58.2,26.5,153,95,198,Silver Carp
7.94,56.7,29.3,156,95,190,Rohu
6.66,62.1,30.9,197,92,192,Common Carp
6.71,53.7,31.9,182,121,258,Mrigal
7.49,63.2,30.3,158,124,200,Bighead Carp
6.82,58.4,27.7,175,105,193,Catfish
8.46,59.1,30.2,196,91,297,Mrigal
6.82,63.1,30.2,190,125,222,Silver Carp
7.47,62.3,30.2,170,96,222,Tilapia
7.23,59,31.1,171,124,234,Snakehead
7.78,61.3,26.5,182,119,209,Common Carp
6.76,56.5,26.7,182,118,226,Common Carp
7.36,58.2,29.8,197,90,273,Snakehead
7.05,50.9,31.7,154,90,287,Rohu
8.28,51.3,28.8,170,96,210,Rohu
6.58,62.4,31.8,176,92,247,Grass Carp
8.33,50.9,31.6,190,125,240,Silver Carp
8.17,52.5,31.4,150,128,260,Silver Carp
7.1,61.9,31.5,165,120,205,Silver Carp
8.08,50,31.4,184,114,285,Pangasius
6.56,54.2,30.9,185,113,225,Tilapia
8.43,58.8,30.2,193,90,239,Common Carp
7.55,58.9,26.1,181,127,264,Grass Carp
7.11,61.7,26.8,178,120,237,Silver Carp
7.23,57.6,26.8,188,126,218,Mrigal
6.63,57.6,26.1,196,100,231,Mrigal
8.48,60.9,26.7,172,92,287,Silver Carp
6.58,57.5,31.5,164,101,248,Rohu
7.81,59.1,30,175,109,244,Snakehead
7.39,63.5,27.9,186,119,263,Mrigal
8.4,56,30.8,174,99,256,Catfish
6.99,55.8,28.9,151,128,211,Bighead Carp
7.56,50.1,26.9,161,104,285,Pangasius
7.46,59.2,31.3,168,110,297,Snakehead
7.91,50.4,28,181,107,273,Grass Carp
6.64,57.6,30.2,172,121,191,Grass Carp
6.89,62.1,27.7,154,108,197,Rohu
6.93,58.2,29,174,119,230,Silver Carp
7.98,54,30.9,184,122,278,Pangasius
6.88,61.8,26.9,178,111,200,Snakehead
7.65,54,31.9,187,118,213,Rohu
6.93,61,26.4,194,113,215,Bighead Carp
8.22,59.2,29.2,169,93,224,Mrigal
8.38,52.5,31.5,196,101,293,Pangasius
7.54,63.6,31.7,185,125,194,Silver Carp
7.2,53,27.4,156,93,204,Rohu
6.97,64.8,26.9,171,94,295,Rohu
6.6,50.1,30.3,167,108,203,Mrigal
7.04,54,26.3,170,128,226,Pangasius
7.81,53,28.9,171,120,207,Snakehead
7.57,50.2,30.8,188,96,265,Pangasius
8.39,61,29.4,161,101,256,Grass Carp
7.29,60.4,27.1,160,99,293,Rohu
7.89,61.9,28.9,161,118,235,Pangasius
7.48,53.9,31.5,175,110,286,Tilapia
7.53,56.7,29.7,179,102,257,Silver Carp
7.04,59.9,30.3,164,112,246,Common Carp
7.41,56.6,28,157,95,229,Tilapia
7.44,60.5,27.1,192,120,279,Snakehead
7.91,59.5,27.5,167,98,274,Grass Carp
8.38,51.7,29.2,159,113,234,Catfish
7.16,61.7,27.7,157,105,205,Tilapia
6.58,60.8,29.3,187,100,251,Tilapia
7.49,59.8,30.2,184,125,212,Common Carp
7.59,52.3,30.4,169,90,277,Pangasius
6.84,54,27,161,110,262,Common Carp
8.02,55.9,30.5,198,125,272,Tilapia
8.47,54.2,30,152,126,280,Snakehead
8.39,53.4,26.1,169,95,293,Rohu
6.89,62.1,26.4,199,103,284,Common Carp
8.25,59.6,29.9,161,118,240,Snakehead
7.91,58.5,28.3,173,90,190,Snakehead
7.41,53.4,26.9,165,97,266,Bighead Carp
7.58,63.8,26.3,159,108,234,Pangasius
8.2,52.9,27,168,112,193,Mrigal
7.46,61.9,31.7,190,128,244,Bighead Carp
7.25,64.5,30.4,163,100,278,Common Carp
7.49,60.9,29.2,163,116,199,Bighead Carp
7.66,64.9,31.6,171,129,276,Snakehead
6.88,59.8,29.7,153,125,296,Grass Carp
8.3,53.3,30.4,196,109,219,Bighead Carp
7.85,53.1,27.7,183,97,203,Bighead Carp
7.77,54.9,29.5,167,125,285,Catfish
6.7,50.1,26.9,183,115,219,Bighead Carp
7.71,60.2,28.4,167,124,194,Rohu
6.74,54,26.2,189,92,298,Common Carp
6.66,62.2,27.3,180,93,204,Rohu
7.55,55.4,26.4,191,118,206,Silver Carp
7.31,57.2,28.3,169,117,237,Catfish
7.68,64.5,31.1,185,108,286,Snakehead
6.68,53.6,28.3,191,117,265,Snakehead
7.36,60.8,31,159,107,214,Rohu
6.85,61.3,29.9,152,103,208,Snakehead
8.47,53.3,29.1,170,103,248,Grass Carp
7.62,57.5,27.4,185,118,242,Snakehead
7.87,55.3,31.5,159,92,276,Pangasius
7.15,61.6,26.3,156,123,228,Pangasius
6.69,59.3,30.1,171,98,194,Rohu
8.45,57.1,29.7,172,129,229,Rohu
7.07,61.7,28.6,161,94,274,Bighead Carp
7.35,53.5,27.4,188,118,247,Snakehead
7.8,61.3,28.6,162,94,289,Catfish
6.55,63,31.2,189,102,267,Grass Carp
8.12,63.2,31,162,115,195,Silver Carp
7.57,61.8,31.6,182,98,208,Mrigal
7.06,56.1,27.8,180,93,257,Mrigal
6.62,64.7,28.3,197,128,213,Pangasius
6.82,55.7,26.1,177,120,279,Catfish
8.29,59.6,31.7,168,94,295,Snakehead
7.87,52.4,28,170,96,208,Snakehead
7,64.7,28.4,181,117,248,Tilapia
6.63,60.6,31.4,175,129,250,Common Carp
7.88,61.3,29.2,162,103,221,Snakehead
7.64,51,29.4,178,113,295,Tilapia
7.31,61.5,27.1,156,127,234,Rohu
7.23,61.6,29,196,94,224,Bighead Carp
6.93,60.1,31.5,175,123,243,Pangasius
7.84,54.4,29.4,155,117,293,Mrigal
8.44,57.3,27.5,181,97,295,Bighead Carp
6.85,51.7,26.2,185,110,191,Common Carp
7.69,57.1,28,172,113,286,Mrigal
7.35,53.7,29.4,160,113,263,Grass Carp
7.39,55.2,26.3,170,102,234,Silver Carp
7.01,52.4,29.7,168,104,222,Common Carp
8.15,53.5,29.1,183,114,212,Bighead Carp
7.47,51.1,30.7,198,117,287,Mrigal
7.59,63.8,26.2,196,128,295,Common Carp
7.11,58,30.7,199,97,225,Grass Carp
6.86,56,29.1,193,120,283,Tilapia
6.67,58,28.2,184,96,292,Tilapia
7.93,59.4,31.8,198,128,258,Silver Carp
6.89,63.8,27,180,106,274,Common Carp
7.88,52.7,29.2,195,124,269,Mrigal
7.28,54.4,27.9,178,111,260,Common Carp
7.33,64.6,29.2,155,96,198,Grass Carp
7.44,55.6,29.3,185,99,294,Common Carp
7.24,50.3,26.5,180,117,296,Pangasius
6.7,52.2,30,181,128,277,Mrigal
7.12,50.4,29.8,189,118,238,Bighead Carp
7.83,64.8,30.6,169,124,215,Tilapia
7.83,54.2,26.5,171,111,285,Catfish
7.07,63.9,27.8,152,98,296,Mrigal
7.42,64.9,29.9,157,125,216,Common Carp
6.89,59,26.8,194,97,230,Common Carp
6.92,50.5,30.1,168,119,272,Rohu
6.55,51.2,26.4,180,119,261,Common Carp
8.29,57.2,28,181,120,290,Grass Carp
6.92,56.1,31.1,164,111,195,Snakehead
6.96,59.1,30.6,188,120,272,Snakehead
7.06,56.6,29.9,180,129,296,Catfish
6.75,64,31.2,152,117,276,Tilapia
7.78,58,30.3,181,94,255,Mrigal
6.65,60.4,29.1,159,106,250,Silver Carp
6.77,63.4,31.9,177,100,256,Snakehead
7.79,52.2,30.2,176,111,255,Grass Carp
7.18,53.4,29.6,197,114,266,Bighead Carp
7.92,51.6,28.5,195,102,285,Silver Carp
7.61,52.1,31.4,189,125,232,Snakehead
7.01,57.7,27.8,192,100,214,Catfish
7.8,54.8,26.1,180,94,296,Bighead Carp
6.73,56.3,27.2,183,103,251,Snakehead
7.57,64.7,26.7,154,111,202,Common Carp
7.37,52.4,27.9,160,92,283,Bighead Carp
7.04,58.1,31,156,124,272,Silver Carp
7.71,51.5,29.9,157,121,213,Common Carp
8.24,54.8,27,166,127,298,Mrigal
8.5,57.9,30.7,193,129,286,Grass Carp
7.72,64.2,29,199,113,248,Mrigal
7.31,55.9,29.1,188,117,266,Common Carp
6.95,51,28.2,190,110,284,Rohu
7.01,55.8,31.2,163,122,227,Mrigal
7.46,52.2,27.9,173,117,197,Grass Carp
7.23,53.4,26.6,179,128,247,Catfish
8.33,59.3,27.8,199,125,219,Bighead Carp
7.24,51,30.3,164,99,208,Mrigal
7.25,57,29.9,153,126,285,Grass Carp
7.27,59.1,27.1,162,129,219,Rohu
8.17,56.3,26.7,154,114,244,Rohu
7.8,50.3,30,180,106,235,Pangasius
7.73,64.8,30.1,161,93,227,Catfish
7.17,55.5,28.2,179,99,206,Rohu
8.14,61.7,31.1,198,114,287,Tilapia
6.58,54.9,31.9,159,121,269,Snakehead
8.24,57.1,27.2,179,97,248,Silver Carp
7.53,55.8,29.5,175,101,226,Rohu
7.3,55.1,26,193,110,244,Common Carp
7.49,50.3,30.3,155,116,195,Bighead Carp
7.83,55.4,28.5,176,119,255,Silver Carp
6.53,63.3,27.2,169,99,258,Catfish
8.24,60.4,30.5,177,110,231,Catfish
7.39,52.2,30.9,169,90,272,Grass Carp
7.19,58.9,26.7,161,98,254,Snakehead
6.78,63.4,26.2,194,92,291,Bighead Carp
7.38,60.5,28,170,108,278,Catfish
7.49,52.2,29.8,179,95,269,Silver Carp
7.31,63,30.8,198,96,283,Common Carp
7.86,54.5,29.3,159,105,283,Snakehead
7.34,56.8,29.5,154,125,199,Grass Carp
8.42,57.9,30.8,186,93,229,Common Carp
7.7,62.8,29.2,157,107,241,Common Carp
8.11,64,29.7,179,121,213,Catfish
6.72,63.9,29.1,166,121,248,Catfish
7.29,50.1,31.3,152,107,210,Catfish
7.17,63.8,27.4,170,128,241,Bighead Carp
7.64,50.8,27.6,165,126,292,Tilapia
8.22,54,26.8,181,117,268,Pangasius
6.66,57.7,30.9,176,128,194,Common Carp
6.65,57.2,28.5,155,91,225,Bighead Carp
8.2,59.1,28.1,191,126,295,Rohu
6.93,57.2,31.9,165,126,211,Bighead Carp
7.84,64,31.6,194,91,197,Common Carp
7.59,53.6,31.8,152,108,284,Silver Carp
8.17,54.1,26.9,189,94,241,Silver Carp
6.75,63.8,31.3,169,102,190,Common Carp
6.76,51.2,28,189,111,273,Snakehead
7.61,59.1,26.1,156,96,217,Pangasius
8.39,60.2,28.3,160,91,220,Mrigal
7.33,57.6,29.1,178,103,242,Snakehead
7.15,60.4,26.6,152,114,213,Snakehead
7.71,52.6,29.2,170,115,234,Bighead Carp
8.36,62.8,30.9,181,94,196,Pangasius
8.17,52.1,28.3,179,109,191,Rohu
8.49,56,28.1,188,101,262,Bighead Carp
6.55,51.1,28,160,125,252,Catfish
6.73,58.2,31.5,166,120,272,Silver Carp
7.72,60,26.3,174,106,230,Snakehead
8.14,64.1,28.7,199,105,278,Grass Carp
7.07,61.1,27.6,174,99,212,Catfish
6.98,58.1,31.4,158,124,239,Pangasius
8.07,64,26.6,194,122,263,Snakehead
6.61,57.2,28.5,178,127,276,Common Carp
7.24,58.4,28.4,164,124,222,Catfish
7.51,58.9,31.3,168,116,232,Rohu
7.62,56.1,27.3,164,96,272,Silver Carp
7.96,62.6,29.9,188,116,244,Bighead Carp
7.21,52.8,26.8,184,101,240,Common Carp
7.73,58.3,31.7,189,122,287,Rohu
7.67,60.8,29.6,162,102,226,Snakehead
7.6,63.6,29.8,165,91,252,Grass Carp
7.78,63.3,28.6,152,92,256,Common Carp
7.02,57.6,28.1,180,100,234,Tilapia
6.67,59.6,27.3,150,94,260,Grass Carp
6.74,55.9,29.6,184,91,296,Tilapia
6.95,57,31.7,165,117,238,Silver Carp
7.5,63.6,28.2,150,102,190,Catfish
8.18,64,31.3,199,124,243,Bighead Carp
7.9,63.4,26.9,163,129,225,Rohu
8.08,52.1,31.6,156,102,254,Silver Carp
7.2,62.8,28.1,172,101,230,Mrigal
7.31,64.2,28.3,184,107,283,Mrigal
7.29,55.4,28.8,178,107,239,Bighead Carp
6.88,57.8,30.3,171,106,285,Rohu
6.62,61.7,30.3,165,128,238,Rohu
7.68,58.4,28.9,178,111,272,Grass Carp
8.48,64.9,29.1,155,102,236,Pangasius
6.83,56.8,26.2,167,127,199,Common Carp
6.59,60.7,27.8,178,108,233,Tilapia
8.06,61.9,28.1,174,113,233,Catfish
7.01,57.4,29.4,194,108,286,Rohu
8.16,62.9,29.3,151,110,298,Tilapia
7.91,58.2,30.3,193,113,193,Rohu
8.39,56.2,30.3,181,119,253,Grass Carp
7.32,51.6,27.4,185,117,209,Pangasius
7.82,55.9,30.6,181,124,243,Silver Carp
7.43,61,26.1,190,127,297,Pangasius
7.76,63.8,30.3,169,106,268,Bighead Carp
7.4,53.8,26.6,186,123,230,Tilapia
6.88,55.3,30.4,191,98,219,Rohu
7.52,52.3,29.2,187,102,260,Mrigal
7.56,60.4,28.6,182,103,291,Bighead Carp
8.12,64.4,30.1,154,115,230,Catfish
7.97,59.6,26.2,155,110,271,Snakehead
7.83,59.3,27.3,171,109,283,Silver Carp
6.73,58.3,29.7,170,100,197,Rohu
7.94,51.3,31.1,168,124,274,Snakehead
7.5,60.9,28.3,192,120,298,Catfish
8.29,59,27.6,164,107,260,Bighead Carp
8.34,59.9,29.1,183,103,297,Silver Carp
6.61,63.5,29.7,196,94,258,Bighead Carp
8.14,61.8,28.5,156,106,221,Tilapia
6.58,61.7,31.3,166,110,269,Grass Carp
7.23,63.9,29.1,193,103,229,Tilapia
7.58,64.8,26.2,193,92,251,Silver Carp
6.8,58.7,27.3,154,120,279,Silver Carp
7.99,51.6,28.7,188,114,216,Common Carp
6.52,56.9,30.2,151,106,228,Common Carp
6.84,61.8,27.3,176,115,281,Mrigal
7.66,50.4,31.9,194,106,222,Pangasius
7.93,50.9,27.9,173,108,255,Snakehead
8.33,51,29.2,190,116,294,Rohu
7.91,61,26.1,196,96,268,Bighead Carp
7.84,57.5,31.3,177,115,292,Silver Carp
7.29,55.5,30.7,196,94,260,Bighead Carp
6.5,51.6,27.2,150,91,273,Silver Carp
6.74,61,31.6,170,105,202,Rohu
7.57,54.8,27.9,177,100,285,Common Carp
7.85,54,30.2,152,128,218,Bighead Carp
7.33,59.8,30.9,179,112,257,Tilapia
7.96,58.4,30.4,150,124,272,Rohu
7.54,55.4,31.5,194,95,199,Common Carp
6.65,59.6,31.2,196,126,289,Bighead Carp
6.88,54.1,32,194,90,265,Grass Carp
8.18,61.9,27.1,167,122,247,Silver Carp
7.95,53.4,27.8,198,107,275,Mrigal
8.29,52.4,29.8,182,92,216,Grass Carp
6.74,61.7,30.4,164,108,288,Catfish
8.48,60.6,29.2,173,99,247,Common Carp
6.92,52.7,26.4,185,109,293,Catfish
6.52,51.7,31,183,100,270,Pangasius
8.49,62.6,31.8,175,121,259,Common Carp
7.06,61.6,28.4,189,129,234,Mrigal
7.84,54.9,27.3,171,109,239,Silver Carp
6.85,59.9,26.1,165,121,237,Tilapia
7.66,51.9,27.4,189,126,232,Rohu
8.31,57.6,30.2,191,111,203,Snakehead
7.14,50.3,31.5,165,93,286,Bighead Carp
7.84,55.9,26.6,154,102,233,Pangasius
6.88,51.1,29.3,155,95,217,Silver Carp
7.75,57.1,30.2,191,118,250,Tilapia
7.17,56.3,27.7,173,91,227,Grass Carp
6.92,56.7,29.4,179,114,260,Silver Carp
7.13,50.7,30.3,186,121,264,Catfish
6.86,55.4,31,181,115,222,Silver Carp
8.3,61.3,28.7,168,115,256,Rohu
7.29,55.5,30.5,194,127,211,Mrigal
6.99,60.7,27.8,177,111,202,Snakehead
7.4,55.5,27.3,196,99,282,Tilapia
7.14,56.3,27.1,157,112,195,Grass Carp
7.99,58.5,28.2,192,93,253,Bighead Carp
8.44,64.3,26.2,150,105,295,Tilapia
7.38,51.6,27.7,153,122,243,Pangasius
8.22,50.5,29.9,171,102,292,Pangasius
7.63,59.1,29.9,171,102,232,Catfish
6.81,64.2,26.4,179,122,244,Tilapia
7.88,64.8,27.7,176,103,217,Tilapia
7.53,57.3,29.4,176,97,247,Snakehead
7.8,57,27.9,162,115,204,Silver Carp
8.28,59.7,28.5,188,111,213,Silver Carp
7.38,58.3,30.3,176,90,296,Snakehead
8.3,59.5,26.1,188,105,279,Common Carp
8,63.1,27.7,187,118,251,Bighead Carp
7.48,61.2,26.9,157,112,254,Grass Carp
7.71,57.5,26.8,161,94,215,Grass Carp
7.15,56.9,31.8,173,110,299,Common Carp
8.47,59.6,28.3,167,125,284,Bighead Carp
7.83,56.8,29.2,164,109,250,Common Carp
6.59,56.9,30.4,165,97,276,Mrigal
7.15,50.2,26.3,182,115,285,Snakehead
7.75,52.6,27.4,159,114,297,Common Carp
6.61,57.3,31,196,96,190,Bighead Carp
6.55,62.3,31.2,173,111,271,Pangasius
7.4,54.2,28.2,194,122,270,Bighead Carp
7.17,57.8,28.2,168,94,235,Rohu
7.38,55.2,30.5,176,127,297,Grass Carp
7.03,51.6,27.8,194,101,281,Bighead Carp
6.83,64.4,26.7,190,103,190,Catfish
7.88,62.8,27.5,180,96,240,Catfish
7.53,51.2,28.3,170,117,225,Snakehead
6.9,60.8,26.3,165,105,258,Mrigal
7.14,55.2,28.9,172,91,258,Snakehead
7.68,64.9,30.4,163,120,255,Pangasius
6.64,54.5,29.1,172,125,264,Silver Carp
6.79,53.6,26.4,190,103,288,Catfish
6.65,58.5,28.6,167,117,219,Tilapia
8.12,62.5,30.3,185,121,285,Rohu
8,52.9,26.3,161,117,197,Pangasius
8.01,60.6,26.4,186,101,191,Silver Carp
7.93,50.9,28.2,160,102,289,Pangasius
7.84,63.8,27.2,154,111,292,Common Carp
7.45,51.2,31.6,170,118,214,Common Carp
7.78,63.7,29.5,181,119,208,Rohu
6.58,57.4,27.7,178,104,260,Snakehead
7.74,56.7,30.2,156,129,293,Mrigal
8.06,64.6,28.2,185,93,203,Mrigal
7.5,64.9,26.8,189,122,193,Rohu
7.22,59.8,27.4,176,98,235,Pangasius
7.05,51.9,29.9,155,127,222,Bighead Carp
7.79,57.6,26.3,187,105,226,Tilapia
7.89,57.9,27.6,153,115,296,Catfish
8.24,57.7,27.2,195,116,219,Catfish
7.18,58.5,27.2,184,100,273,Silver Carp
8.04,50.3,30.1,159,115,267,Pangasius
7.62,60.7,31,187,103,216,Rohu
8.27,60.7,30.3,199,90,202,Grass Carp
7.56,51.7,29.9,179,100,260,Snakehead
7.54,58.6,31.5,191,119,271,Catfish
7.66,58.5,26.4,158,113,227,Rohu
8,60.2,27,165,93,241,Mrigal
8.43,51.3,28.5,153,111,292,Silver Carp
6.65,59.4,28.2,175,97,262,Catfish
6.61,54.2,28.5,178,105,276,Snakehead
8.38,57.6,27.2,177,122,284,Snakehead
7.56,61.6,26.9,160,122,255,Catfish
7.73,60.6,29.1,177,99,229,Grass Carp
7.46,51.8,31.6,193,91,227,Bighead Carp
6.69,58.9,28.4,181,93,230,Pangasius
8.04,64.5,26.3,173,112,292,Tilapia
7.99,52.4,30.2,191,116,194,Grass Carp
7.12,62.8,27.7,188,122,253,Rohu
7.11,60.5,27.5,156,122,245,Tilapia
8.18,61.6,27.9,167,109,276,Pangasius
6.64,54.2,30.3,152,102,238,Snakehead
8.26,54.3,30.9,193,100,248,Tilapia
7.01,63.6,29.5,195,108,285,Tilapia
7.69,55.4,27.9,169,121,228,Common Carp
8.37,50.9,27.9,183,92,269,Tilapia
7.86,59,26.7,179,102,244,Rohu
7.33,51.9,31.6,158,117,264,Silver Carp
7.88,61.9,29.8,159,111,267,Rohu
7.19,59.6,26.2,155,108,253,Pangasius
7.05,63.1,30,166,120,192,Bighead Carp
8.49,61.8,28.7,164,109,197,Catfish
8,51.7,31.8,182,113,268,Common Carp
7.79,55.7,30.9,162,121,262,Grass Carp
7.21,61.6,27,191,98,205,Pangasius
6.6,56.3,30.3,193,108,215,Snakehead
6.56,64.6,28.9,171,112,221,Snakehead
7.61,61,27.1,165,114,271,Pangasius
8.02,50.2,30.2,183,122,197,Mrigal
7.57,63.2,29.3,152,91,292,Common Carp
8.18,51.5,26.2,157,92,249,Silver Carp
6.57,52.1,29.9,169,117,285,Common Carp
7.23,61,29.8,196,126,263,Pangasius
6.97,63,26.9,173,124,201,Silver Carp
7.39,58,28.1,167,103,265,Bighead Carp
6.64,54.3,29.5,172,113,248,Grass Carp
8.41,55.3,26.8,150,126,248,Common Carp
6.95,55.1,31.1,151,92,263,Common Carp
8.34,54.9,26.2,154,112,223,Rohu
7.35,53.6,26.6,167,123,219,Mrigal
8.47,59.1,26.7,165,98,233,Bighead Carp
7.61,63.5,29.2,159,107,284,Silver Carp
8.36,54.6,29.7,178,91,227,Tilapia
6.51,52.8,28.4,184,111,214,Tilapia
8,62.6,27.7,174,124,213,Silver Carp
8.31,61.1,30.9,191,120,286,Catfish
6.78,64,26.4,173,115,250,Catfish
6.69,52.5,27.7,162,103,198,Pangasius
7.35,52.2,26.2,170,117,278,Silver Carp
8.37,58.1,26.1,191,100,273,Catfish
7.58,59.2,28.1,192,121,237,Silver Carp
7.55,57.2,27.2,188,110,270,Grass Carp
6.78,59,27.6,183,112,241,Pangasius
6.5,52.7,30.9,168,113,259,Tilapia
8.12,57.2,27,177,101,253,Rohu
6.68,59.9,30.7,176,92,225,Silver Carp
7.77,56.5,30.1,199,95,294,Mrigal
8.33,60.2,28,175,101,209,Catfish
6.92,56.8,29.3,160,109,279,Mrigal
7.83,55,28.7,198,95,293,Mrigal
6.66,54.6,26.8,184,109,239,Pangasius
7.71,56.2,31.4,169,103,201,Silver Carp
6.83,50.3,29.4,161,90,196,Common Carp
7.97,60,31.3,177,109,229,Pangasius
7.1,62.7,30.9,151,111,283,Bighead Carp
7.43,55.3,26.5,150,129,275,Catfish
7.7,50.7,27.2,158,120,231,Pangasius
6.84,64.8,26.9,171,120,282,Common Carp
7.98,54,31,189,117,275,Tilapia
7.11,51.9,31.2,176,101,277,Bighead Carp
7.82,55.5,29.2,158,105,256,Mrigal
6.82,61.1,26.6,156,122,239,Silver Carp
7.88,54.4,26.8,185,124,230,Silver Carp
6.76,58.6,30.9,197,93,213,Bighead Carp
7.35,56.2,31.6,187,99,279,Catfish
6.99,51.8,27.2,199,123,258,Pangasius
8,55,26.1,151,92,202,Grass Carp
7.02,60.9,28,192,120,290,Grass Carp
8.26,59.2,26.2,154,120,275,Mrigal
8.28,51.8,31,166,90,223,Rohu
6.89,52.4,28.9,186,94,292,Mrigal
7.73,59.6,29.9,184,94,192,Snakehead
6.68,62.2,28.5,157,91,285,Silver Carp
7.28,55.2,28.1,192,104,277,Catfish
7.93,58.9,27.3,152,90,262,Silver Carp
7.82,52.6,30.6,152,110,192,Grass Carp
7.75,54.7,30.2,150,126,275,Bighead Carp
7.07,50.3,28.2,173,96,213,Pangasius
7.26,61.5,27.9,194,100,291,Rohu
6.71,56,26,179,115,263,Catfish
7.94,62.2,26.4,191,91,224,Common Carp
7.51,60.6,29.7,175,119,209,Tilapia
7.92,62.4,29.1,187,103,294,Silver Carp
7,54.3,28.6,192,94,233,Silver Carp
7.15,52.8,31,189,120,265,Grass Carp
7.17,64.6,29,192,121,237,Rohu
6.55,60.8,28.3,187,123,232,Bighead Carp
7.18,62.5,27,193,99,265,Grass Carp
8.11,50.2,30.9,199,120,270,Bighead Carp
8.29,55.3,29.5,152,116,257,Common Carp
7.54,61.1,26.6,162,107,295,Bighead Carp
7.41,51.2,29.9,185,94,261,Catfish
6.56,58.5,28.6,190,106,260,Catfish
8.26,56.4,30.9,197,100,244,Mrigal
6.53,50.3,31.5,161,94,271,Bighead Carp
8.39,53.5,29.6,169,127,215,Catfish
7.48,54.3,30.4,188,126,220,Pangasius
7.18,51.7,26.3,193,110,243,Pangasius
8.35,59.5,29.4,157,113,245,Common Carp
6.55,53.6,30.5,196,119,245,Silver Carp
7.66,54.2,29,151,105,242,Rohu
